Author,Poem,Anthology,Date
"Steele, Peter",Hats,Leonard 2009,2009
"Steele, Peter",Word,Leonard 2009,2009
"Stewart, Douglas",Two Englishmen,Leonard 2009,2009
"Stow, Randolph",Ruins of the City of Hay,Leonard 2009,2009
"Stow, Randolph",The Land's Meaning,Leonard 2009,2009
"Strauss, Jennifer",Tending the Graves,Leonard 2009,2009
"Strauss, Jennifer",Wife to Horatio,Leonard 2009,2009
"Sunyasee, Rita",Bush Courtin',Leonard 2009,2009
"Tranter, John",Fine Arts,Leonard 2009,2009
"Tranter, John",Lavender Ink,Leonard 2009,2009
"Tranter, John",The Alphabet Murders [excerpt],Leonard 2009,2009
"Tranter, John",Voodoo,Leonard 2009,2009
"Tsaloumas, Dimitris ",The Rain,Leonard 2009,2009
"Tsaloumas, Dimitris ",The Return,Leonard 2009,2009
"Viidikas, Vicki ",Going Down. With no Permanence,Leonard 2009,2009
"Viidikas, Vicki ",The Country as an Answer,Leonard 2009,2009
"Wagan Watson, Samuel",For the Wake and the Skeleton Dance,Leonard 2009,2009
"Wagan Watson, Samuel",The Golden Skin of Cowgirls,Leonard 2009,2009
"Wagan Watson, Samuel",White Stucco Dreaming,Leonard 2009,2009
"Wallace-Crabbe, Chris",Erstwhile,Leonard 2009,2009
"Wallace-Crabbe, Chris",Genius Loci,Leonard 2009,2009
"Wallace-Crabbe, Chris",Good Friday Seder at Separation Creek,Leonard 2009,2009
"Wallace-Crabbe, Chris",It Sounds Different Today,Leonard 2009,2009
"Wallace-Crabbe, Chris",Melbourne,Leonard 2009,2009
"Wallace-Crabbe, Chris",Modern Times [excerpts],Leonard 2009,2009
"Wallace-Crabbe, Chris",Other People,Leonard 2009,2009
"Wallace-Crabbe, Chris",The Bush,Leonard 2009,2009
"Wallace-Crabbe, Chris",There,Leonard 2009,2009
"Walwicz, Ania ",Australia,Leonard 2009,2009
"Walwicz, Ania ",Little Red Riding Hood,Leonard 2009,2009
"Watson, John",Montale [excerpt],Leonard 2009,2009
"Wearne, Alan ","Carrie, Wal",Leonard 2009,2009
"Wearne, Alan ","Legend: Jack, the Barman, Talks to Kim. Saturday, 6 June 1970, 1.15 a.m.",Leonard 2009,2009
"Webb, Francis",A Man,Leonard 2009,2009
"Webb, Francis",Back Street in Calcutta,Leonard 2009,2009
"Webb, Francis",Five Days Old,Leonard 2009,2009
"Webb, Francis",Harry,Leonard 2009,2009
"Webb, Francis",Morgan's Country,Leonard 2009,2009
"Webb, Francis",Old Timer,Leonard 2009,2009
"Webb, Francis",The Old Women,Leonard 2009,2009
"West, Simon",Flight,Leonard 2009,2009
"West, Simon",The Translation,Leonard 2009,2009
"White, Petra",Kangaroos,Leonard 2009,2009
"White, Petra",Trampolining,Leonard 2009,2009
Wonguri-Mandjigai People,Song Cycle of the Moon-Bone,Leonard 2009,2009
"Wright, Judith",A Document,Leonard 2009,2009
"Wright, Judith",At Cooloolah,Leonard 2009,2009
"Wright, Judith",Australia 1970,Leonard 2009,2009
"Wright, Judith",For a Pastoral Family,Leonard 2009,2009
"Wright, Judith",Lament for Passenger Pigeons,Leonard 2009,2009
"Wright, Judith",Request to a Year,Leonard 2009,2009
"Wright, Judith",To Another Housewife,Leonard 2009,2009
"Wright, Judith",Train Journey,Leonard 2009,2009
"Wright, Judith",Woman to Child,Leonard 2009,2009
"Wright, Judith",Woman to Man,Leonard 2009,2009
"Yasbincek, Morgan",Echo,Leonard 2009,2009
"Yasbincek, Morgan",Nineleven,Leonard 2009,2009
"Zwicky, Fay",Letting Go,Leonard 2009,2009
"Zwicky, Fay",The Witnesses,Leonard 2009,2009
"Zwicky, Fay","Tiananmen Square June 4, 1989",Leonard 2009,2009
Aboriginal Song Cycles (Ronald M. Berndt),The Goulburn Island Cycle,Lehmann & Gray 2011,2011
Aboriginal Song Cycles (Ronald M. Berndt),Wonguri-Mandjikai Song Cycle of the Moon-Bone,Lehmann & Gray 2011,2011
"Adamson, Robert ",5 (From Sonnets to be Written from Prison),Lehmann & Gray 2011,2011
"Adamson, Robert ",A Visitation,Lehmann & Gray 2011,2011
"Adamson, Robert ",Cornflowers,Lehmann & Gray 2011,2011
"Adamson, Robert ",Father's Day,Lehmann & Gray 2011,2011
"Adamson, Robert ",My First Proper Girlfriend,Lehmann & Gray 2011,2011
"Adamson, Robert ",My Grandfather's Ice Pigeons,Lehmann & Gray 2011,2011
"Adamson, Robert ",My House,Lehmann & Gray 2011,2011
"Adamson, Robert ",The Gathering Light,Lehmann & Gray 2011,2011
"Adamson, Robert ",The Goldfinches of Baghdad,Lehmann & Gray 2011,2011
"Albiston, Jordie ",Playground without Children,Lehmann & Gray 2011,2011
"Albiston, Jordie ",The Fall,Lehmann & Gray 2011,2011
"Anderson, Ethel",Afternoon in the Garden,Lehmann & Gray 2011,2011
"Anderson, Ethel",Flood [from Squatter's Luck],Lehmann & Gray 2011,2011
"Anderson, Ethel",Mariana's Dairy [from At Rangamatty],Lehmann & Gray 2011,2011
"Anderson, Ethel",Sleeping Soldier,Lehmann & Gray 2011,2011
"Anderson, Ethel",The Garden in June,Lehmann & Gray 2011,2011
"Anderson, Ethel",The Household [from At Rangamatty],Lehmann & Gray 2011,2011
"Anderson, Ethel","Waking, child while you slept",Lehmann & Gray 2011,2011
"Anderson, John ",The Forest Set Out Like the Night [extract],Lehmann & Gray 2011,2011
Anonymous,Botany Bay,Lehmann & Gray 2011,2011
Anonymous,Stringy-bark and Green-hide,Lehmann & Gray 2011,2011
Anonymous,The Banks of the Condamine,Lehmann & Gray 2011,2011
Anonymous,The Old Bullock Dray,Lehmann & Gray 2011,2011
Anonymous,The Old Keg of Rum,Lehmann & Gray 2011,2011
Anonymous,The Wild Colonial Boy,Lehmann & Gray 2011,2011
Anonymous,Two Aboriginal Songs,Lehmann & Gray 2011,2011
Anonymous,Van Diemen's Land,Lehmann & Gray 2011,2011
Anonymous (possibly Henry Lawson),The Bastard from the Bush,Lehmann & Gray 2011,2011
"Ballou, Emily ",Corraline (from The Darwin Poems),Lehmann & Gray 2011,2011
"Ballou, Emily ",Marriage (from The Darwin Poems),Lehmann & Gray 2011,2011
"Ballou, Emily ",Plunge (from the Darwin Poems),Lehmann & Gray 2011,2011
"Banning, Lex ",Five,Lehmann & Gray 2011,2011
"Banning, Lex ",Ixion,Lehmann & Gray 2011,2011
"Beaver, Bruce ",A Pair,Lehmann & Gray 2011,2011
"Beaver, Bruce ",Lauds and Plaints: XXIV,Lehmann & Gray 2011,2011
"Beaver, Bruce ",Letters to Live Poets: V,Lehmann & Gray 2011,2011
"Beaver, Bruce ",Letters to Live Poets: XIX,Lehmann & Gray 2011,2011
"Beaver, Bruce ",Pea Picking,Lehmann & Gray 2011,2011
"Beaver, Bruce ",Silo Treading,Lehmann & Gray 2011,2011
"Beaver, Bruce ",The Hunting Girl,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),A Balloon Tragedy,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),A Poet's Reply,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),A Rough Restaurant,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),An Aged Man's Hideous Escapade,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),Behind the Curtain of My Art,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),Jam Factory,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),Lines on a Jam Tin,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),Outcast Glue-Pot,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),The Dog Car,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),The Flying Rat,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),The Posey Queen,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),The St Singer,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),The Yachts of Hobart,Lehmann & Gray 2011,2011
Bellerive (Joseph Tishler),Tumbler Pigeons,Lehmann & Gray 2011,2011
"Beveridge, Judith ",Bahadour,Lehmann & Gray 2011,2011
"Beveridge, Judith ",Dog Divinations,Lehmann & Gray 2011,2011
"Beveridge, Judith ",Making Perfume,Lehmann & Gray 2011,2011
"Beveridge, Judith ",Orb Spider,Lehmann & Gray 2011,2011
"Beveridge, Judith ",The Domesticity of Giraffes,Lehmann & Gray 2011,2011
"Beveridge, Judith ",The Dung Collector,Lehmann & Gray 2011,2011
"Blight, John",And About Phosphorescence,Lehmann & Gray 2011,2011
"Blight, John",Crab,Lehmann & Gray 2011,2011
"Blight, John",Death of a Whale,Lehmann & Gray 2011,2011
"Blight, John",Fisherman and Jetty,Lehmann & Gray 2011,2011
"Blight, John",Ghost Crabs,Lehmann & Gray 2011,2011
"Blight, John",In the Wake of the Ship,Lehmann & Gray 2011,2011
"Blight, John",Noddies,Lehmann & Gray 2011,2011
"Blight, John",Nor'-easter,Lehmann & Gray 2011,2011
"Blight, John",Plankton,Lehmann & Gray 2011,2011
"Blight, John",Sea-Level,Lehmann & Gray 2011,2011
"Blight, John",Seaweed,Lehmann & Gray 2011,2011
"Blight, John",Shells and Skulls,Lehmann & Gray 2011,2011
"Blight, John",Stingray Bay,Lehmann & Gray 2011,2011
"Blight, John",The Coral Reef,Lehmann & Gray 2011,2011
"Blight, John",The Shark,Lehmann & Gray 2011,2011
"Blight, John",Voices of the Sea,Lehmann & Gray 2011,2011
"Boake, Barcroft",At Devlin's Siding,Lehmann & Gray 2011,2011
"Boake, Barcroft",Where the Dead Men Lie,Lehmann & Gray 2011,2011
"Brady, E.J.",The Whaler's Pig,Lehmann & Gray 2011,2011
"Brennan, Christopher",Aubade,Lehmann & Gray 2011,2011
"Brennan, Christopher","I said, This misery must end",Lehmann & Gray 2011,2011
"Brennan, Christopher","Let us go down, the long dead night is done",Lehmann & Gray 2011,2011
"Brennan, Christopher","O white wind, numbing the world",Lehmann & Gray 2011,2011
"Brennan, Christopher",The grand cortege…,Lehmann & Gray 2011,2011
"Brennan, Christopher",The Wanderer,Lehmann & Gray 2011,2011
"Brennan, Christopher",The years that go make me man,Lehmann & Gray 2011,2011
"Brophy, Kevin",A Dictionary of Sentences,Lehmann & Gray 2011,2011
"Brophy, Kevin",After Rain,Lehmann & Gray 2011,2011
"Brophy, Kevin",Difficult,Lehmann & Gray 2011,2011
"Brophy, Kevin",Forty-five Years on a Bicycle,Lehmann & Gray 2011,2011
"Brophy, Kevin",Painters,Lehmann & Gray 2011,2011
"Brophy, Kevin",Walking Towards Sunset,Lehmann & Gray 2011,2011
"Buckley, Vincent",Hunger-strike,Lehmann & Gray 2011,2011
"Buckley, Vincent",Louisa Stewart is Foaling,Lehmann & Gray 2011,2011
"Buckley, Vincent",Stroke,Lehmann & Gray 2011,2011
"Buckley, Vincent",Two Funerals,Lehmann & Gray 2011,2011
"Caddy, Caroline ",Bamboo,Lehmann & Gray 2011,2011
"Caddy, Caroline ",Study of a Squid,Lehmann & Gray 2011,2011
"Caddy, Caroline ",The Great Whales,Lehmann & Gray 2011,2011
"Cambridge, Ada",A Dream of Venice [extract],Lehmann & Gray 2011,2011
"Cambridge, Ada",A Promise,Lehmann & Gray 2011,2011
"Cambridge, Ada",Despair,Lehmann & Gray 2011,2011
"Cambridge, Ada",Influence,Lehmann & Gray 2011,2011
"Cambridge, Ada",The Physical Conscience,Lehmann & Gray 2011,2011
"Campbell, David ",Duchesses,Lehmann & Gray 2011,2011
"Campbell, David ",Head of the River,Lehmann & Gray 2011,2011
"Campbell, David ",Hogan's Daughter,Lehmann & Gray 2011,2011
"Campbell, David ",Le Wombat,Lehmann & Gray 2011,2011
"Campbell, David ",Men in Green,Lehmann & Gray 2011,2011
"Campbell, David ",Mothers and Daughters,Lehmann & Gray 2011,2011
"Campbell, David ",On Frosty Days,Lehmann & Gray 2011,2011
"Campbell, David ",Pallid Cuckoo,Lehmann & Gray 2011,2011
"Campbell, David ",Spring Hares,Lehmann & Gray 2011,2011
"Campbell, David ",The Australian Dream,Lehmann & Gray 2011,2011
"Campbell, David ",The End of Exploring,Lehmann & Gray 2011,2011
"Campbell, David ",The Little Grebe,Lehmann & Gray 2011,2011
"Campbell, David ",The Secret Life of a Leader,Lehmann & Gray 2011,2011
"Campbell, Elizabeth ",Equus,Lehmann & Gray 2011,2011
"Campbell, Elizabeth ",Illuminations,Lehmann & Gray 2011,2011
"Campbell, Elizabeth ",Proverb,Lehmann & Gray 2011,2011
"Campbell, Elizabeth ",Structure of the Horse's Eye,Lehmann & Gray 2011,2011
"Catalano, Gary ","""The best Corots...""",Lehmann & Gray 2011,2011
"Catalano, Gary ",A River and Some Hills,Lehmann & Gray 2011,2011
"Catalano, Gary ",Australia,Lehmann & Gray 2011,2011
"Catalano, Gary ",Gallery Days,Lehmann & Gray 2011,2011
"Catalano, Gary ",Signs,Lehmann & Gray 2011,2011
"Catalano, Gary ",The Bone,Lehmann & Gray 2011,2011
"Catalano, Gary ",Translation,Lehmann & Gray 2011,2011
"Catalano, Gary ",Workmen,Lehmann & Gray 2011,2011
"Clarke, Marcus",Preface to Adam Lindsay Gordon's Poems [extract],Lehmann & Gray 2011,2011
"Coleman, Aidan",Allnighter,Lehmann & Gray 2011,2011
"Coleman, Aidan",Estates,Lehmann & Gray 2011,2011
"Coleman, Aidan",I Like Airports,Lehmann & Gray 2011,2011
"Compton, Jennifer ",Brick,Lehmann & Gray 2011,2011
"Compton, Jennifer ",Cut Your Cloth,Lehmann & Gray 2011,2011
"Compton, Jennifer ",Electric Fan (from Rome),Lehmann & Gray 2011,2011
"Compton, Jennifer ",Octopus Speaking,Lehmann & Gray 2011,2011
"Compton, Jennifer ",The Woman of Rome,Lehmann & Gray 2011,2011
"Croggon, Alison ",Ode,Lehmann & Gray 2011,2011
"Croggon, Alison ",The Elwood Organic Fruit and Vegetable Shop,Lehmann & Gray 2011,2011
"Daley, Victor",Anacreon,Lehmann & Gray 2011,2011
"Daley, Victor",Dreams,Lehmann & Gray 2011,2011
"Dawe, Bruce ",At Shagger's Funeral,Lehmann & Gray 2011,2011
"Dawe, Bruce ",Drifters,Lehmann & Gray 2011,2011
"Dawe, Bruce ",Homecoming,Lehmann & Gray 2011,2011
"Dawe, Bruce ",Katrina,Lehmann & Gray 2011,2011
"Dawe, Bruce ",Phantasms of Evening,Lehmann & Gray 2011,2011
"Dawe, Bruce ",Provincial City,Lehmann & Gray 2011,2011
"Dawe, Bruce ",The Rock-thrower,Lehmann & Gray 2011,2011
"Dawe, Bruce ",Wood-eye,Lehmann & Gray 2011,2011
"Day, Sarah",A Hunger to Be Less Serious,Lehmann & Gray 2011,2011
"Day, Sarah",Hens,Lehmann & Gray 2011,2011
"Day, Sarah",Stern Woman,Lehmann & Gray 2011,2011
"Dearborn, Tricia ",At the Laundromat on Rue St Florent,Lehmann & Gray 2011,2011
"Dearborn, Tricia ","Come In, Lie Down",Lehmann & Gray 2011,2011
"Dearborn, Tricia ",Schlieren Lines,Lehmann & Gray 2011,2011
"Dearborn, Tricia ",The Changes,Lehmann & Gray 2011,2011
"Dearborn, Tricia ",The Pouch of Douglas,Lehmann & Gray 2011,2011
"Dennis, C.J.",An Old Master,Lehmann & Gray 2011,2011
"Dennis, C.J.",Hist!,Lehmann & Gray 2011,2011
"Dennis, C.J.",The Intro,Lehmann & Gray 2011,2011
"Dennis, C.J.",The Play,Lehmann & Gray 2011,2011
"Devaney, James ","Dirrawan, the Song-Maker",Lehmann & Gray 2011,2011
"Devaney, James ",Song of the Captured Woman,Lehmann & Gray 2011,2011
"Dobson, Rosemary",Ampersand,Lehmann & Gray 2011,2011
"Dobson, Rosemary",Child with a Cockatoo,Lehmann & Gray 2011,2011
"Dobson, Rosemary",Country Press,Lehmann & Gray 2011,2011
"Dobson, Rosemary",Detail from an Annunciation by Crivelli,Lehmann & Gray 2011,2011
"Dobson, Rosemary",Empty Spaces [from Poems of a Marriage],Lehmann & Gray 2011,2011
"Dobson, Rosemary",Reading Aloud ([rom Poems of a Marriage],Lehmann & Gray 2011,2011
"Dobson, Rosemary",The Bystander,Lehmann & Gray 2011,2011
"Dobson, Rosemary",The Green Years,Lehmann & Gray 2011,2011
"Dobson, Rosemary",The Martyrdom of Saint Sebastian,Lehmann & Gray 2011,2011
"Dobson, Rosemary",The Raising of the Dead,Lehmann & Gray 2011,2011
"Dobson, Rosemary",Who?,Lehmann & Gray 2011,2011
"Dougan, Lucy ",Kindergarten Story,Lehmann & Gray 2011,2011
"Dougan, Lucy ",The Quilt,Lehmann & Gray 2011,2011
"Dougan, Lucy ",Woman Bird Woman,Lehmann & Gray 2011,2011
"Duggan, Laurie ",Blue Hills 23,Lehmann & Gray 2011,2011
"Duggan, Laurie ",Blue Hills 44,Lehmann & Gray 2011,2011
"Duggan, Laurie ",Blue Hills 52,Lehmann & Gray 2011,2011
"Duggan, Laurie ",Blue Hills 53,Lehmann & Gray 2011,2011
"Duggan, Laurie ",Blue Hills 55,Lehmann & Gray 2011,2011
"Duggan, Laurie ",Blue Hills 64,Lehmann & Gray 2011,2011
"Duggan, Laurie ",Boredom (after Ardengo Soffici),Lehmann & Gray 2011,2011
"Duggan, Laurie ",Rainbow (after Ardengo Soffici),Lehmann & Gray 2011,2011
"Duggan, Laurie ",South Coast Haiku,Lehmann & Gray 2011,2011
"Duggan, Laurie ",The New Australian Poetry Now! [extract],Lehmann & Gray 2011,2011
"Duke, Jas Heriot",Alekhine and Junge at Prague,Lehmann & Gray 2011,2011
"Duke, Jas Heriot",Dark Night at Ballarat Railway Station 1942,Lehmann & Gray 2011,2011
"Duke, Jas Heriot",Isn't,Lehmann & Gray 2011,2011
"Duke, Jas Heriot",Presentations,Lehmann & Gray 2011,2011
"Duke, Jas Heriot",Sherlock Holmes,Lehmann & Gray 2011,2011
"Duke, Jas Heriot",The Real Hero of Eureka,Lehmann & Gray 2011,2011
"Duke, Jas Heriot",When I was young ...,Lehmann & Gray 2011,2011
"Dutton, Geoffrey ",A Finished Gentleman,Lehmann & Gray 2011,2011
"Dutton, Geoffrey ",The Smallest Sprout,Lehmann & Gray 2011,2011
"Edgar, Stephen ",Another Country,Lehmann & Gray 2011,2011
"Edgar, Stephen ",Destiny,Lehmann & Gray 2011,2011
"Edgar, Stephen ",English as a Foreign Language,Lehmann & Gray 2011,2011
"Edgar, Stephen ",How Long Have You Been Having These Feelings?,Lehmann & Gray 2011,2011
"Edgar, Stephen ",Nocturnal,Lehmann & Gray 2011,2011
"Edgar, Stephen ",Oswald Spengler Watches the Sunset,Lehmann & Gray 2011,2011
"Edgar, Stephen ",Sun Pictorial,Lehmann & Gray 2011,2011
"Edgar, Stephen ",The Secret Life of Books,Lehmann & Gray 2011,2011
"Elder, Anne ",Crazy Woman,Lehmann & Gray 2011,2011
"Elder, Anne ",Horse and Mare,Lehmann & Gray 2011,2011
"Elder, Anne ",Singers of Renown,Lehmann & Gray 2011,2011
"Farrell, John",My Sundowner,Lehmann & Gray 2011,2011
"Fitts, Sandy",Waiting for Goya,Lehmann & Gray 2011,2011
"FitzGerald, Robert D. ",1918-1941,Lehmann & Gray 2011,2011
"FitzGerald, Robert D. ",Fifth Day,Lehmann & Gray 2011,2011
"FitzGerald, Robert D. ",The Face of the Waters,Lehmann & Gray 2011,2011
"FitzGerald, Robert D. ",The Wind at Your Door,Lehmann & Gray 2011,2011
"Foott, Mary Hannay ",New Country,Lehmann & Gray 2011,2011
"Foott, Mary Hannay ",Where the Pelican Builds,Lehmann & Gray 2011,2011
"Forbes, John",Four Heads and How To Do Them,Lehmann & Gray 2011,2011
"Forbes, John ",Anzac Day,Lehmann & Gray 2011,2011
"Forbes, John ",Breakfast,Lehmann & Gray 2011,2011
"Forbes, John ",Death: an Ode,Lehmann & Gray 2011,2011
"Forbes, John ",Drugs,Lehmann & Gray 2011,2011
"Forbes, John ",Europe: A Guide for Ken Searle,Lehmann & Gray 2011,2011
"Forbes, John ",Lassu in Cielo,Lehmann & Gray 2011,2011
"Forbes, John ",Love Poem,Lehmann & Gray 2011,2011
"Forbes, John ",Ode to Karl Marx,Lehmann & Gray 2011,2011
"Forbes, John ",Rrose Selavy,Lehmann & Gray 2011,2011
"Forbes, John ",To the Bobbydazzlers,Lehmann & Gray 2011,2011
"Forbes, John ",Warm Snipers,Lehmann & Gray 2011,2011
"Fullerton, Mary",Emus,Lehmann & Gray 2011,2011
"Furphy, Joseph (Tom Collins)",The Schoolhouse on the Plain,Lehmann & Gray 2011,2011
"Gellert, Leon",A Night Attack,Lehmann & Gray 2011,2011
"Gellert, Leon",Before Action,Lehmann & Gray 2011,2011
"Gellert, Leon",In the Trench,Lehmann & Gray 2011,2011
"Gellert, Leon",Rendezvous,Lehmann & Gray 2011,2011
"Gellert, Leon",These Men,Lehmann & Gray 2011,2011
"Gibian, Jane ",Vessels for the Lapse of Time,Lehmann & Gray 2011,2011
"Gilmore, Mary",Dedicatory,Lehmann & Gray 2011,2011
"Gilmore, Mary",Eve Song,Lehmann & Gray 2011,2011
"Gilmore, Mary",Nationality,Lehmann & Gray 2011,2011
"Gilmore, Mary",Nurse No Long Grief,Lehmann & Gray 2011,2011
"Gilmore, Mary",Swans at Night [excerpt],Lehmann & Gray 2011,2011
"Gilmore, Mary",The Brucedale Scandal,Lehmann & Gray 2011,2011
"Gilmore, Mary",The Hunter of the Black,Lehmann & Gray 2011,2011
"Gilmore, Mary",The Myall in Prison,Lehmann & Gray 2011,2011
"Gilmore, Mary",The Waradgery Tribe,Lehmann & Gray 2011,2011
"Goldsworthy, Peter ",A Statistician to His Love,Lehmann & Gray 2011,2011
"Goldsworthy, Peter ",My Last Rabbit,Lehmann & Gray 2011,2011
"Goldsworthy, Peter ",Nocturne,Lehmann & Gray 2011,2011
"Goldsworthy, Peter ",Roy G. Biv,Lehmann & Gray 2011,2011
"Goldsworthy, Peter ",Suicide on Christmas Eve,Lehmann & Gray 2011,2011
"Goldsworthy, Peter ",The Blue Room,Lehmann & Gray 2011,2011
"Goldsworthy, Peter ",To Poetry,Lehmann & Gray 2011,2011
"Goodge, W.T.",A Bad Break!,Lehmann & Gray 2011,2011
"Goodge, W.T.",A Matter of Knack,Lehmann & Gray 2011,2011
"Goodge, W.T.",How We Drove the Trotter,Lehmann & Gray 2011,2011
"Goodge, W.T.",Mulligan's Shanty,Lehmann & Gray 2011,2011
"Goodge, W.T.",The Shearers' Cook,Lehmann & Gray 2011,2011
"Goodge, W.T.",The Spider from the Gwydir,Lehmann & Gray 2011,2011
"Goodge, W.T.",Who Stole the Ponies?,Lehmann & Gray 2011,2011
"Gordon, Adam Lindsay",From the Wreck,Lehmann & Gray 2011,2011
"Gordon, Adam Lindsay",The Sick Stockrider,Lehmann & Gray 2011,2011
"Gordon, Adam Lindsay",Ye Wearie Wayfarer [extract],Lehmann & Gray 2011,2011
"Gorton, Lisa ",Beauty,Lehmann & Gray 2011,2011
"Gorton, Lisa ",Graffiti,Lehmann & Gray 2011,2011
"Gorton, Lisa ",Solitaire,Lehmann & Gray 2011,2011
"Gould, Alan",Demolisher,Lehmann & Gray 2011,2011
"Gould, Alan",Galaxies,Lehmann & Gray 2011,2011
"Gould, Alan",Lacemaker,Lehmann & Gray 2011,2011
"Gould, Alan",Pliers,Lehmann & Gray 2011,2011
"Gould, Alan",Rain Governs the Small Hours,Lehmann & Gray 2011,2011
