creator	translator	title	genre	pages	volume	issue	date	journal title	journal subtitle	issue name	journal editor	publisher	journal location	issue length (pp)	issue height (cm)	issue width (cm)
		Books Received	articles	80-80	2	2	1913-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	62	20	14.7
		Advertisements	advertisements	E-H	2	2	1913-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	62	20	14.7
"Tagore, Rabindra Nath"		Poems	poetry	81-91	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Thompson, Francis"		To My Friend	poetry	92-92	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Williams, William Carlos"		Peace on Earth	poetry	93-93	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Williams, William Carlos"		Sicilian Emigrant's Song	poetry	94-94	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Williams, William Carlos"		Postlude	poetry	95-95	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Williams, William Carlos"		Proof of Immortality	poetry	96-96	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Morris, Harrison S."		Contrast	poetry	96-96	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Le Cron, Helen Cowles"		The Wife	poetry	97-98	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Britten, Rollo"		Bird of Passion	poetry	98-98	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Manning, Frederic"		Simaetha	poetry	99-99	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Manning, Frederic"		At Even	poetry	100-100	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Manning, Frederic"		From Demeter	poetry	100-100	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Monroe, Harriet"		Incarnations	articles	101-104	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Grierson, Francis"		Stéphane Mallarmé	articles	104-107	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		"Book Review: The Youth Replies and Other Verses, by Louis How. Sherman, French and Co."	articles	107-108	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		"Book Review: Songs Before Birth, by Isabelle Howe Fiske. The Mosher Press."	articles	108-108	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		"Book Review: The Wind on the Heath, Ballads and Lyrics, by May Byron. George H. Doran Co."	articles	108-109	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		"Book Review: Poems, by Herbert Kaufman. George H. Doran Company."	articles	109-109	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		"Book Review: The Great River, Poems and Pictures, by Frederick Oakes Sylvester, Chicago, 1911."	articles	110-110	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		"Book Review: A Walled Garden and Other Poems, by Margaret Root Garvin. The Mosher Press."	articles	110-110	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		"Book Review: A Dome of Many Colored Glass, by Amy Lowell. Houghton Mifflin Company."	articles	111-111	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Reed, John"		A Word to Mr. Pound	letters	112-113	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Bynner, Witter"		Lines to W. B.	letters	113-114	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Williams, William Carlos"		On First Opening 'The Lyric Year'	letters	114-115	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		Notes	articles	115-117	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		Books Received	articles	117-117	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		Periodicals Received	articles	117-117	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		Advertisements	advertisements	E-I	2	3	1913-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Lindsay, Nicholas Vachel"		The Moon is a Mirror	poetry	119-128	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Cheyne, Elizabeth Gibson"		Partings	poetry	128-128	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Laird, William"		A Very Old Song	poetry	129-129	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Knevels, Mary Eastwood"		Stone Walls	poetry	130-130	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Knevels, Mary Eastwood"		Rocks	poetry	130-130	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Burton, Richard"		An Impression	poetry	131-131	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Burton, Richard"		Song of Earth's Meaning	poetry	131-133	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Lowell, Amy"		Apology	poetry	134-135	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Lowell, Amy"		A Blockhead	poetry	135-135	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Flint, F. S."		Four Poems in Unrhymed Cadence	poetry	136-139	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Monroe, Harriet"		Poetry: A Zest for Life	articles	140-142	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Hagedorn, Hermann"		As To Preaching	articles	142-145	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Manly, John M."		"Book Review: Romance, Vision, and Satire, by Jessie L. Weston"	articles	145-148	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Pound, Ezra"		"Book Review: Love Poems and Others, by D.H. Lawrence"	articles	149-151	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
		Notes	articles	151-152	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
		Books Received	articles	152-152	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
		Advertisements	advertisements	E-F	2	4	1913-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Stringer, Arthur"		A Woman at Dusk	poetry	153-158	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Hoyt, Helen"		Ellis Park	poetry	159-160	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Kilmer, Joyce"		Trees	poetry	160-160	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Grraves, Arthur Percival"		O Drimin Dhu Deelish	poetry	161-162	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Graves, Arthur Percival"		The Sea Singer	poetry	162-163	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Wheelock, John Hall"		Triumph of the Singer	poetry	164-164	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Wheelock, John Hall"		The Thunder-Shower	poetry	165-165	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Wheelock, John Hall"		Song	poetry	165-166	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Gaines, Ruth"		I Heard a Flute	poetry	166-166	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Widdemer, Margaret"		Teresina's Face	poetry	167-167	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Vildrac, Charles"		Gloire	poetry	168-170	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Cannell, Skipwith"		Poems in Prose and Verse	poetry	171-176	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Hueffer, Ford Madox"		Impressionism--Some Speculations	articles	177-187	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Pound, Ezra"		Book Review: Odes et Prières by Jules Romains	articles	187-189	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
		Notes	articles	189-190	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
		Books Received	articles	190-190	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
		Advertisements	advertisements	E-G	2	5	1913-08-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	44	20	14.7
"Upward, Allen"		Scented Leaves--From a Chinese jar	poetry	191-199	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Jencks, Tudor"		The Idol	poetry	200-201	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Webb, Winifred"		Farmer's Blood	poetry	202-202	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Webb, Winifred"		The Heartening	poetry	202-202	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Webb, Winifred"		Contentment	poetry	203-203	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Webb, Winifred"		Quest	poetry	203-203	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Rhys, Ernest"		The Hunting Song of Them That Did Not Hunt	poetry	204-204	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Rhys, Ernest"		Dagonet's Conzonet	poetry	205-205	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Fish, Williston"		Swan Creek	poetry	206-206	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Priest, George W."		Song of the Mechanics	poetry	207-208	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Buzzell, Francis"		Dancing to a Chetwink's Song	poetry	209-212	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Monroe, Harriet"		The New Laureate	articles	213-215	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Hueffer, Ford Madox"		Impressionism--Some Speculations II	articles	215-225	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Lowell, Amy"		Book Review: 'Myself and I' by Fannie Stearns Davis	articles	225-226	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Pound, Ezra"		Book Review: 'Art and Swadeshi' by Ananda K. Coomaraswamy	articles	226-227	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
		Announcements	articles	227-228	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
		Notes	articles	228-229	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
		Books Received	articles	230-230	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
		Advertisements	advertisements	G-M	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
		Four Pages of Corrections to Previous Issues	articles	O-T	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
		Contents of Vol. II.	articles	U-Z	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
		Staff and Subscribers	articles	AA-BB	2	6	1913-09-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	70	20	14.7
"Yeats, William Butler"		The Two Kings	poetry	10-Jan	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Leonard, William Ellery"		Indian Summer	poetry	12-Nov	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Aldis, Owen F."		To a Mocking Bird	poetry	13-13	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Hall, Herbert J."		Sea and Land	poetry	14-14	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Broadus, Edmund Kemper"		An Aeroplane at Stonehenge	poetry	15-16	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Shanafelt, Clara"		To Thee	poetry	16-16	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Shanafelt, Clara"		Caprice	poetry	16-16	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Cawein, Madison"		The Old Home	poetry	17-19	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Hitch, Alfred"		Wander Song	poetry	20-20	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Hitch, Alfred"		Alone	poetry	20-20	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Hitch, Alfred"		Quatrains	poetry	21-22	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Hitch, Alfred"		The Desert	poetry	22-22	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Monroe, Harriet"		Our Modern Epic	articles	23-26	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Pound, Ezra"		Paris	articles	26-30	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Henderson, Alice Corbin"		"Book Review: Child of the Amazons, by Max Eastman"	articles	31-33	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Pound, Ezra"		"Book Review: Poems and Songs, by Richard Middleton"	articles	33-34	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		Notes	articles	34-35	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		Advertisements	advertisements	G-J	3	1	1913-10-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Garland, Hamlin"		Magic	poetry	37-37	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Garland, Hamlin"		A Gray Sunset	poetry	38-38	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Garland, Hamlin"		To a Captive Crane	poetry	39-39	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Garland, Hamlin"		The Mountains Are a Lonely Folk	poetry	39-39	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Sackville, Margaret"		The Coming of Hippolytus	poetry	40-45	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Armstrong, Martin D."		The Procession	poetry	46-48	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Campbell, Joseph"		The Irish Fairies	poetry	49-50	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Campbell, Joseph"		The Puca	poetry	50-51	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Driscoll, Louise"		Passe Rosa	poetry	51-52	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Pound, Ezra"		Ancora	poetry	53-53	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Pound, Ezra"		Surgit Fama	poetry	53-54	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Pound, Ezra"		The Choice	poetry	54-55	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Pound, Ezra"		April	poetry	55-55	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Pound, Ezra"		Gentildonna	poetry	55-55	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Pound, Ezra"		Lustra I-III	poetry	56-58	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Pound, Ezra"		Xenia I-VII	poetry	58-60	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Monroe, Harriet"		Rhythms of English Verse	articles	61-68	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Henderson, Alice Corbin"		A Confessional	articles	69-72	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		Announcement of Prizes	articles	72-74	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		Notes	articles	74-74	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
		Advertisements	advertisements	G-J	3	2	1913-11-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
"Tagore, Rabindra Nath"		The Narratives: Temple of Gold	poetry	75-76	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Tagore, Rabindra Nath"		Narratives: The Price	poetry	76-77	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Tagore, Rabindra Nath"		Narratives: Union	poetry	77-78	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Tagore, Rabindra Nath"		Narratives: The Gift	poetry	78-79	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Tagore, Rabindra Nath"		Narratives: The Tryst	poetry	79-81	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Brown, Alice"		Vision	poetry	81-81	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Wilkinson, Florence"		Our Lady of Idleness	poetry	82-84	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Fletcher, John Gould"		Irradiations	poetry	85-91	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Jones, Rosalie"		The Foundling Hospital	poetry	91-92	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Rice, Cale Young"		The Maylay to His Maaster	poetry	93-94	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Lee, Agnes"		The Sharing	poetry	95-99	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Monroe, Harriet"		Rhythms of English Verse―II	articles	100-111	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Pound, Ezra"		"Book Review: Fire and Wine, and The Dominant City, both by John Gould Fletcher"	articles	111-113	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
		Notes	articles	113-114	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
		Books Received	articles	114-114	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
		Advertisements	advertisements	C-F	3	3	1913-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	48	20	14.7
"Lawrence, D. H."		Green	poetry	115-115	3	4	1914-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	52	20	14.7
